UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
CT-C2_018-SB<<=>>2010,CT-C2_018-SB,"LIS CB SHORE - NEW HAVEN HARBOR (WEST), WEST HAVEN",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-C2_018-SB&p_cycle=2010&p_state=CT
CT-C2_018-SB<<=>>2010,CT-C2_018-SB,"LIS CB SHORE - NEW HAVEN HARBOR (WEST), WEST HAVEN",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100004,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-C2_018-SB&p_cycle=2010&p_state=CT
CT-E1_001-SB<<=>>2010,CT-E1_001-SB,"LIS EB INNER - PAWCATUCK RIVER (01), STONINGTON",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1090005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_001-SB&p_cycle=2010&p_state=CT
CT-E1_001-SB<<=>>2010,CT-E1_001-SB,"LIS EB INNER - PAWCATUCK RIVER (01), STONINGTON",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1090005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_001-SB&p_cycle=2010&p_state=CT
CT-E1_001-SB<<=>>2010,CT-E1_001-SB,"LIS EB INNER - PAWCATUCK RIVER (01), STONINGTON",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1090005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_001-SB&p_cycle=2010&p_state=CT
CT-E1_014-SB<<=>>2010,CT-E1_014-SB,"LIS EB INNER - THAMES RIVER (MOUTH), NEW LONDON",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_014-SB&p_cycle=2010&p_state=CT
CT-E1_014-SB<<=>>2010,CT-E1_014-SB,"LIS EB INNER - THAMES RIVER (MOUTH), NEW LONDON",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_014-SB&p_cycle=2010&p_state=CT
CT-E1_015-SB<<=>>2010,CT-E1_015-SB,"LIS EB INNER - THAMES RIVER (MIDDLE), LEDYARD",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_015-SB&p_cycle=2010&p_state=CT
CT-E1_015-SB<<=>>2010,CT-E1_015-SB,"LIS EB INNER - THAMES RIVER (MIDDLE), LEDYARD",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_015-SB&p_cycle=2010&p_state=CT
CT-E1_016-SB<<=>>2010,CT-E1_016-SB,"LIS EB INNER - THAMES RIVER (UPPER), NORWICH",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_016-SB&p_cycle=2010&p_state=CT
CT-E1_016-SB<<=>>2010,CT-E1_016-SB,"LIS EB INNER - THAMES RIVER (UPPER), NORWICH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_016-SB&p_cycle=2010&p_state=CT
CT-E1_016-SB<<=>>2010,CT-E1_016-SB,"LIS EB INNER - THAMES RIVER (UPPER), NORWICH",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_016-SB&p_cycle=2010&p_state=CT
CT-E1_017<<=>>2010,CT-E1_017,"LIS EB INNER - ALEWIFE COVE, WATERFORD/NEW LONDON",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_017&p_cycle=2010&p_state=CT
CT-E1_017<<=>>2010,CT-E1_017,"LIS EB INNER - ALEWIFE COVE, WATERFORD/NEW LONDON",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_017&p_cycle=2010&p_state=CT
CT-E1_017<<=>>2010,CT-E1_017,"LIS EB INNER - ALEWIFE COVE, WATERFORD/NEW LONDON",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_017&p_cycle=2010&p_state=CT
CT-E1_020<<=>>2010,CT-E1_020,"LIS EB INNER - NIANTIC RIVER (MOUTH), NIANTIC",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E1_020&p_cycle=2010&p_state=CT
CT-E2_009-SB<<=>>2010,CT-E2_009-SB,"LIS EB SHORE - THAMES RIVER MOUTH (EAST), GROTON",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_009-SB&p_cycle=2010&p_state=CT
CT-E2_009-SB<<=>>2010,CT-E2_009-SB,"LIS EB SHORE - THAMES RIVER MOUTH (EAST), GROTON",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_009-SB&p_cycle=2010&p_state=CT
CT-E2_010-SB<<=>>2010,CT-E2_010-SB,"LIS EB SHORE - THAMES RVR MOUTH (WEST), NEW LONDON",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_010-SB&p_cycle=2010&p_state=CT
CT-E2_010-SB<<=>>2010,CT-E2_010-SB,"LIS EB SHORE - THAMES RVR MOUTH (WEST), NEW LONDON",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_010-SB&p_cycle=2010&p_state=CT
CT-E2_011-SB<<=>>2010,CT-E2_011-SB,"LIS EB SHORE - THAMES RVR MOUTH (WEST), WATERFORD",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_011-SB&p_cycle=2010&p_state=CT
CT-E2_011-SB<<=>>2010,CT-E2_011-SB,"LIS EB SHORE - THAMES RVR MOUTH (WEST), WATERFORD",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-E2_011-SB&p_cycle=2010&p_state=CT
CT-W1_001-SB<<=>>2010,CT-W1_001-SB,"LIS WB INNER - BRIDGEPORT HARBOR, BRIDGEPORT",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_001-SB&p_cycle=2010&p_state=CT
CT-W1_001-SB<<=>>2010,CT-W1_001-SB,"LIS WB INNER - BRIDGEPORT HARBOR, BRIDGEPORT",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_001-SB&p_cycle=2010&p_state=CT
CT-W1_001-SB<<=>>2010,CT-W1_001-SB,"LIS WB INNER - BRIDGEPORT HARBOR, BRIDGEPORT",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_001-SB&p_cycle=2010&p_state=CT
CT-W1_002-SB<<=>>2010,CT-W1_002-SB,"LIS WB INNER - BLACK ROCK HARBOR, BRIDGEPORT",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_002-SB&p_cycle=2010&p_state=CT
CT-W1_002-SB<<=>>2010,CT-W1_002-SB,"LIS WB INNER - BLACK ROCK HARBOR, BRIDGEPORT",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_002-SB&p_cycle=2010&p_state=CT
CT-W1_002-SB<<=>>2010,CT-W1_002-SB,"LIS WB INNER - BLACK ROCK HARBOR, BRIDGEPORT",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_002-SB&p_cycle=2010&p_state=CT
CT-W1_012-SB<<=>>2010,CT-W1_012-SB,"LIS WB INNER - NORWALK HARBOR, NORWALK",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_012-SB&p_cycle=2010&p_state=CT
CT-W1_012-SB<<=>>2010,CT-W1_012-SB,"LIS WB INNER - NORWALK HARBOR, NORWALK","NITROGEN, TOTAL",NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_012-SB&p_cycle=2010&p_state=CT
CT-W1_012-SB<<=>>2010,CT-W1_012-SB,"LIS WB INNER - NORWALK HARBOR, NORWALK",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_012-SB&p_cycle=2010&p_state=CT
CT-W1_012-SB<<=>>2010,CT-W1_012-SB,"LIS WB INNER - NORWALK HARBOR, NORWALK",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_012-SB&p_cycle=2010&p_state=CT
CT-W1_013-SB<<=>>2010,CT-W1_013-SB,"LIS WB INNER - NORWALK HRBR (MARVINBEACH), NORWALK","NITROGEN, TOTAL",NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_013-SB&p_cycle=2010&p_state=CT
CT-W1_013-SB<<=>>2010,CT-W1_013-SB,"LIS WB INNER - NORWALK HRBR (MARVINBEACH), NORWALK",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_013-SB&p_cycle=2010&p_state=CT
CT-W1_013-SB<<=>>2010,CT-W1_013-SB,"LIS WB INNER - NORWALK HRBR (MARVINBEACH), NORWALK",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_013-SB&p_cycle=2010&p_state=CT
CT-W1_013-SB<<=>>2010,CT-W1_013-SB,"LIS WB INNER - NORWALK HRBR (MARVINBEACH), NORWALK",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_013-SB&p_cycle=2010&p_state=CT
CT-W1_018-SB<<=>>2010,CT-W1_018-SB,"LIS WB INNER - STAMFORD HARBOR (INNER), STAMFORD",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_018-SB&p_cycle=2010&p_state=CT
CT-W1_018-SB<<=>>2010,CT-W1_018-SB,"LIS WB INNER - STAMFORD HARBOR (INNER), STAMFORD",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_018-SB&p_cycle=2010&p_state=CT
CT-W1_018-SB<<=>>2010,CT-W1_018-SB,"LIS WB INNER - STAMFORD HARBOR (INNER), STAMFORD",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_018-SB&p_cycle=2010&p_state=CT
CT-W1_020<<=>>2010,CT-W1_020,"LIS WB INNER - INDIAN HARBOR (UPPER), GREENWICH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_020&p_cycle=2010&p_state=CT
CT-W1_020<<=>>2010,CT-W1_020,"LIS WB INNER - INDIAN HARBOR (UPPER), GREENWICH",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_020&p_cycle=2010&p_state=CT
CT-W1_020<<=>>2010,CT-W1_020,"LIS WB INNER - INDIAN HARBOR (UPPER), GREENWICH",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_020&p_cycle=2010&p_state=CT
CT-W1_021-SB<<=>>2010,CT-W1_021-SB,"LIS WB INNER - GREENWICH HARBOR, GREENWICH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_021-SB&p_cycle=2010&p_state=CT
CT-W1_021-SB<<=>>2010,CT-W1_021-SB,"LIS WB INNER - GREENWICH HARBOR, GREENWICH",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_021-SB&p_cycle=2010&p_state=CT
CT-W1_021-SB<<=>>2010,CT-W1_021-SB,"LIS WB INNER - GREENWICH HARBOR, GREENWICH",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W1_021-SB&p_cycle=2010&p_state=CT
CT-W2_012<<=>>2010,CT-W2_012,"LIS WB SHORE - OUTER NORWALK HARBOR(EAST), NORWALK",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_012&p_cycle=2010&p_state=CT
CT-W2_012<<=>>2010,CT-W2_012,"LIS WB SHORE - OUTER NORWALK HARBOR(EAST), NORWALK",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_012&p_cycle=2010&p_state=CT
CT-W2_012<<=>>2010,CT-W2_012,"LIS WB SHORE - OUTER NORWALK HARBOR(EAST), NORWALK","NITROGEN, TOTAL",NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_012&p_cycle=2010&p_state=CT
CT-W2_012<<=>>2010,CT-W2_012,"LIS WB SHORE - OUTER NORWALK HARBOR(EAST), NORWALK",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_012&p_cycle=2010&p_state=CT
CT-W2_013<<=>>2010,CT-W2_013,"LIS WB SHORE - OUTER NORWALK HARBOR(WEST), NORWALK",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_013&p_cycle=2010&p_state=CT
CT-W2_013<<=>>2010,CT-W2_013,"LIS WB SHORE - OUTER NORWALK HARBOR(WEST), NORWALK",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_013&p_cycle=2010&p_state=CT
CT-W2_013<<=>>2010,CT-W2_013,"LIS WB SHORE - OUTER NORWALK HARBOR(WEST), NORWALK","NITROGEN, TOTAL",NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_013&p_cycle=2010&p_state=CT
CT-W2_013<<=>>2010,CT-W2_013,"LIS WB SHORE - OUTER NORWALK HARBOR(WEST), NORWALK",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_013&p_cycle=2010&p_state=CT
CT-W2_023<<=>>2010,CT-W2_023,"LIS WB SHORE - SMITH COVE, INDIAN HRBR, GREENWICH",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_023&p_cycle=2010&p_state=CT
CT-W2_023<<=>>2010,CT-W2_023,"LIS WB SHORE - SMITH COVE, INDIAN HRBR, GREENWICH",DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_023&p_cycle=2010&p_state=CT
CT-W2_023<<=>>2010,CT-W2_023,"LIS WB SHORE - SMITH COVE, INDIAN HRBR, GREENWICH",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W2_023&p_cycle=2010&p_state=CT
CT-W3_014<<=>>2010,CT-W3_014,"LIS WB MIDSHORE - OUTER CAPTAIN HARBOR, GREENWICH",ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT-W3_014&p_cycle=2010&p_state=CT
CT3002-02-1-L2_01<<=>>2010,CT3002-02-1-L2_01,AMOS LAKE (PRESTON),CHLOROPHYLL-A,ALGAL GROWTH,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3002-02-1-L2_01&p_cycle=2010&p_state=CT
CT3002-02-1-L2_01<<=>>2010,CT3002-02-1-L2_01,AMOS LAKE (PRESTON),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3002-02-1-L2_01&p_cycle=2010&p_state=CT
CT3002-02-1-L2_01<<=>>2010,CT3002-02-1-L2_01,AMOS LAKE (PRESTON),EXCESS ALGAL GROWTH,ALGAL GROWTH,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3002-02-1-L2_01&p_cycle=2010&p_state=CT
CT3700-00-2+L1_01<<=>>2010,CT3700-00-2+L1_01,WEST THOMPSON LAKE (THOMPSON),EXCESS ALGAL GROWTH,ALGAL GROWTH,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-2+L1_01&p_cycle=2010&p_state=CT
CT3700-00-2+L1_01<<=>>2010,CT3700-00-2+L1_01,WEST THOMPSON LAKE (THOMPSON),CHLOROPHYLL-A,ALGAL GROWTH,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-2+L1_01&p_cycle=2010&p_state=CT
CT3700-00-2+L1_01<<=>>2010,CT3700-00-2+L1_01,WEST THOMPSON LAKE (THOMPSON),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-2+L1_01&p_cycle=2010&p_state=CT
CT3700-00-5+L4_01<<=>>2010,CT3700-00-5+L4_01,ASPINOOK POND (CANTERBURY/GRISWOLD/LISBON),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-5+L4_01&p_cycle=2010&p_state=CT
CT3700-00-5+L4_01<<=>>2010,CT3700-00-5+L4_01,ASPINOOK POND (CANTERBURY/GRISWOLD/LISBON),EXCESS ALGAL GROWTH,ALGAL GROWTH,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-5+L4_01&p_cycle=2010&p_state=CT
CT3700-00-5+L4_01<<=>>2010,CT3700-00-5+L4_01,ASPINOOK POND (CANTERBURY/GRISWOLD/LISBON),CHLOROPHYLL-A,ALGAL GROWTH,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3700-00-5+L4_01&p_cycle=2010&p_state=CT
CT3708-00-1-L1_01<<=>>2010,CT3708-00-1-L1_01,ROSELAND LAKE (WOODSTOCK),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3708-00-1-L1_01&p_cycle=2010&p_state=CT
CT3805-00-3-L7_01<<=>>2010,CT3805-00-3-L7_01,VERSAILLES POND (SPRAGUE),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3805-00-3-L7_01&p_cycle=2010&p_state=CT
CT3900-00-UL_POND_01<<=>>2010,CT3900-00-UL_POND_01,BROWNING POND (NORWICH LANDFILL)-01,"AMMONIA, UN-IONIZED",AMMONIA,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00-UL_POND_01&p_cycle=2010&p_state=CT
CT3900-00-UL_POND_01<<=>>2010,CT3900-00-UL_POND_01,BROWNING POND (NORWICH LANDFILL)-01,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00-UL_POND_01&p_cycle=2010&p_state=CT
CT3900-00-UL_POND_01<<=>>2010,CT3900-00-UL_POND_01,BROWNING POND (NORWICH LANDFILL)-01,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00-UL_POND_01&p_cycle=2010&p_state=CT
CT3900-00-UL_POND_01<<=>>2010,CT3900-00-UL_POND_01,BROWNING POND (NORWICH LANDFILL)-01,DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00-UL_POND_01&p_cycle=2010&p_state=CT
CT3900-00_TRIB_01<<=>>2010,CT3900-00_TRIB_01,"UNNAMED TRIB, YANTIC RIVER (NORWICH LANDFILL)-01","AMMONIA, UN-IONIZED",AMMONIA,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00_TRIB_01&p_cycle=2010&p_state=CT
CT3900-00_TRIB_01<<=>>2010,CT3900-00_TRIB_01,"UNNAMED TRIB, YANTIC RIVER (NORWICH LANDFILL)-01",NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00_TRIB_01&p_cycle=2010&p_state=CT
CT3900-00_TRIB_01<<=>>2010,CT3900-00_TRIB_01,"UNNAMED TRIB, YANTIC RIVER (NORWICH LANDFILL)-01",DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00_TRIB_01&p_cycle=2010&p_state=CT
CT3900-00_TRIB_01<<=>>2010,CT3900-00_TRIB_01,"UNNAMED TRIB, YANTIC RIVER (NORWICH LANDFILL)-01",ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,CT,1100003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT3900-00_TRIB_01&p_cycle=2010&p_state=CT
CT4500-00-3-L3_01<<=>>2010,CT4500-00-3-L3_01,UNION POND (MANCHESTER),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1080205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT4500-00-3-L3_01&p_cycle=2010&p_state=CT
CT4500-00-3-L3_01<<=>>2010,CT4500-00-3-L3_01,UNION POND (MANCHESTER),EXCESS ALGAL GROWTH,ALGAL GROWTH,2010,CT,1080205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT4500-00-3-L3_01&p_cycle=2010&p_state=CT
CT4601-00-1-L2_01<<=>>2010,CT4601-00-1-L2_01,SILVER LAKE (BERLIN/MERIDEN),NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2010,CT,1080205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT4601-00-1-L2_01&p_cycle=2010&p_state=CT
CT4607-10-1-L1_01<<=>>2010,CT4607-10-1-L1_01,BESECK LAKE (MIDDLEFIELD),CHLOROPHYLL-A,ALGAL GROWTH,2010,CT,1080205,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=CT4607-10-1-L1_01&p_cycle=2010&p_state=CT
